id,carat,cut,color,clarity,depth,table,x,y,z,theta1,theta2,price
24033,0.4,Ideal,J,VS1,62.2,54.0,4.72,4.76,2.95,16,21,633
27897,0.4,Good,G,SI1,63.2,58.0,4.61,4.7,2.94,16,26,655
30160,0.4,Good,D,SI1,63.3,57.0,4.68,4.71,2.97,16,28,720
40571,0.4,Ideal,D,VVS2,61.4,56.0,4.8,4.75,2.93,16,29,1152
40703,0.4,Ideal,E,VVS2,62.1,56.0,4.7,4.73,2.93,16,32,1158
24031,0.4,Ideal,J,VS1,62.1,53.0,4.75,4.78,2.96,17,7,633
40704,0.4,Ideal,E,VVS2,61.8,55.0,4.74,4.78,2.94,17,10,1158
33399,0.4,Ideal,I,VS1,62.0,54.0,4.72,4.75,2.94,17,11,828
40572,0.4,Premium,D,VVS2,58.3,59.0,4.9,4.88,2.85,17,15,1152
40581,0.4,Ideal,H,IF,61.9,56.0,4.72,4.75,2.93,17,16,1153
40678,0.4,Premium,G,VVS1,60.3,58.0,4.83,4.79,2.9,17,17,1155
37033,0.4,Premium,G,VS2,60.4,58.0,4.78,4.75,2.88,17,20,966
37034,0.4,'Very Good',D,VS1,63.3,57.0,4.66,4.72,2.97,17,30,967
42249,0.4,Ideal,F,IF,62.3,57.0,4.69,4.71,2.93,17,31,1292
37537,0.4,Ideal,E,VVS2,61.7,57.0,4.73,4.77,2.93,18,5,988
33508,0.4,'Very Good',J,IF,62.7,60.0,4.64,4.7,2.93,18,6,828
40645,0.4,'Very Good',G,IF,61.0,59.0,4.75,4.79,2.91,18,7,1154
40702,0.4,Ideal,H,IF,62.7,57.0,4.68,4.7,2.94,18,9,1158
40700,0.4,Ideal,E,VVS2,62.1,55.0,4.74,4.76,2.95,18,10,1158
30163,0.4,'Very Good',D,SI1,63.0,57.0,4.66,4.7,2.95,18,13,720
33510,0.4,Ideal,J,IF,62.4,56.0,4.71,4.74,2.95,18,14,828
37535,0.4,Premium,E,VVS2,60.8,59.0,4.73,4.77,2.89,18,16,988
36975,0.4,'Very Good',F,VVS2,63.0,57.0,4.63,4.7,2.94,18,17,963
36976,0.4,'Very Good',D,VS1,63.2,60.0,4.65,4.69,2.95,18,18,963
25693,0.4,Ideal,E,SI2,62.6,54.0,4.68,4.71,2.94,18,20,644
25695,0.4,Fair,D,SI1,65.1,55.0,4.63,4.68,3.03,18,21,644
30161,0.4,'Very Good',D,SI1,60.3,62.0,4.7,4.75,2.85,18,22,720
30165,0.4,Good,D,SI1,63.1,57.0,4.69,4.73,2.97,18,23,720
40698,0.4,Ideal,E,VVS2,61.7,56.0,4.73,4.77,2.93,18,24,1158
30166,0.4,'Very Good',D,SI1,62.5,61.0,4.66,4.69,2.92,18,27,720
33512,0.4,Ideal,J,IF,62.6,56.0,4.71,4.75,2.96,18,28,828
40697,0.4,Ideal,E,VVS2,62.2,56.0,4.71,4.78,2.95,18,32,1158
40695,0.4,Ideal,E,VVS2,61.5,56.0,4.74,4.79,2.93,18,33,1158
40549,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,19,6,1150
25691,0.4,'Very Good',E,SI2,62.1,60.0,4.65,4.69,2.9,19,7,644
27899,0.4,Good,G,SI1,63.3,58.0,4.66,4.69,2.96,19,11,655
30162,0.4,Good,D,SI1,63.6,57.0,4.67,4.7,2.98,19,12,720
32572,0.4,Premium,E,VS1,61.5,58.0,4.73,4.76,2.92,19,13,800
40699,0.4,Ideal,E,VVS2,61.7,55.0,4.74,4.76,2.93,19,14,1158
41216,0.4,Premium,D,VVS2,62.0,61.0,4.72,4.7,2.92,19,15,1206
37036,0.4,'Very Good',D,VS1,63.1,55.0,4.7,4.74,2.98,19,17,967
37388,0.4,Premium,G,VVS2,61.7,59.0,4.73,4.76,2.93,19,19,982
24702,0.4,Ideal,I,VS2,61.8,56.0,4.73,4.79,2.94,19,21,639
37225,0.4,Premium,E,VS2,59.3,59.0,4.81,4.77,2.84,19,24,975
32389,0.4,'Very Good',E,VS2,63.8,55.0,4.66,4.71,2.99,19,26,791
29563,0.4,'Very Good',E,VS2,62.5,56.0,4.66,4.72,2.93,19,28,705
37387,0.4,Ideal,D,VS2,61.3,56.0,4.74,4.79,2.92,19,32,982
29703,0.4,Ideal,E,SI1,62.5,57.0,4.7,4.74,2.95,19,33,707
29556,0.4,Ideal,H,SI1,61.3,57.0,4.77,4.79,2.93,20,5,705
29542,0.4,Fair,H,VS2,65.1,59.0,4.58,4.63,3.0,20,6,704
19695,0.4,Ideal,I,SI1,62.3,55.0,4.72,4.75,2.95,20,8,624
29537,0.4,Ideal,H,VS2,62.4,56.0,4.69,4.73,2.94,20,12,704
32391,0.4,'Very Good',E,VS2,63.0,58.0,4.7,4.73,2.97,20,14,791
37386,0.4,Ideal,D,VS2,62.3,57.0,4.72,4.75,2.95,20,17,982
32886,0.4,Premium,F,SI2,62.6,60.0,4.68,4.65,2.92,20,18,810
32885,0.4,'Very Good',J,VS1,63.4,58.0,4.64,4.61,2.93,20,20,810
37377,0.4,Premium,F,VS1,61.4,58.0,4.73,4.75,2.91,20,25,982
37378,0.4,'Very Good',F,VS1,61.5,59.0,4.71,4.76,2.91,20,27,982
37382,0.4,Premium,D,VS2,61.7,59.0,4.72,4.75,2.92,20,28,982
37384,0.4,Ideal,D,VS2,60.4,56.0,4.73,4.77,2.87,20,29,982
37385,0.4,Ideal,F,VS1,61.1,56.0,4.75,4.78,2.91,20,30,982
32880,0.4,'Very Good',J,VS1,63.2,57.0,4.73,4.7,2.98,20,33,810
32882,0.4,Premium,J,VS1,60.7,60.0,4.79,4.76,2.9,21,5,810
32883,0.4,Premium,J,VS1,59.7,59.0,4.83,4.79,2.87,21,8,810
32884,0.4,Premium,J,VS1,63.0,58.0,4.7,4.66,2.95,21,10,810
29536,0.4,Ideal,J,VVS1,62.4,54.0,4.73,4.75,2.96,21,11,704
32857,0.4,Ideal,H,VS1,61.8,56.0,4.74,4.78,2.94,21,12,807
29530,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,21,20,703
27838,0.4,Ideal,G,SI2,60.6,56.0,4.82,4.79,2.91,21,21,651
41934,0.4,Premium,D,VVS2,60.7,60.0,4.74,4.78,2.89,21,23,1263
41935,0.4,'Very Good',F,VVS1,61.9,57.0,4.69,4.71,2.91,21,26,1263
41452,0.4,Ideal,G,IF,61.1,58.0,4.72,4.74,2.89,21,28,1229
41451,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,21,29,1229
41450,0.4,Ideal,G,IF,61.2,56.0,4.76,4.81,2.93,21,32,1229
41449,0.4,Ideal,G,IF,61.7,57.0,4.7,4.73,2.91,22,7,1229
41933,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,22,9,1263
41448,0.4,Ideal,G,IF,61.8,55.0,4.76,4.79,2.95,22,10,1229
41415,0.4,Ideal,D,VS2,61.6,55.0,4.75,4.79,2.94,22,13,1226
41405,0.4,'Very Good',F,VVS1,63.3,57.0,4.7,4.68,2.97,22,17,1224
41936,0.4,Ideal,D,VVS2,62.0,56.0,4.71,4.74,2.93,22,18,1263
41937,0.4,Premium,D,VVS2,60.8,59.0,4.76,4.81,2.91,22,23,1263
41368,0.4,'Very Good',G,IF,61.2,57.0,4.77,4.79,2.92,22,25,1220
41447,0.4,Ideal,G,IF,62.0,56.0,4.73,4.76,2.94,22,28,1229
41550,0.4,'Very Good',F,VVS1,58.9,59.0,4.81,4.84,2.84,22,31,1236
30158,0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,22,32,720
29511,0.4,'Very Good',G,SI1,61.6,59.0,4.66,4.72,2.89,23,5,702
37339,0.4,Good,E,VVS2,57.7,62.0,4.82,4.88,2.8,23,7,981
41907,0.4,'Very Good',F,IF,62.9,55.0,4.68,4.7,2.95,23,9,1261
41924,0.4,Ideal,F,VVS1,62.5,57.0,4.72,4.75,2.96,23,11,1263
41925,0.4,Ideal,F,VVS1,61.7,56.0,4.72,4.75,2.92,23,13,1263
41928,0.4,Ideal,F,VVS1,61.3,56.0,4.73,4.76,2.91,23,14,1263
41929,0.4,Ideal,F,VVS1,61.3,55.0,4.75,4.78,2.92,23,16,1263
32426,0.4,Ideal,G,VS2,62.5,54.0,4.72,4.75,2.96,23,17,792
32427,0.4,Ideal,G,VS2,62.3,54.0,4.73,4.77,2.96,23,20,792
33007,0.4,Fair,E,VS2,64.7,58.0,4.63,4.67,3.01,23,21,813
33014,0.4,'Very Good',E,VS2,59.1,60.0,4.81,4.84,2.85,23,22,814
32856,0.4,'Very Good',G,VS2,62.8,61.0,4.63,4.67,2.92,23,25,807
32855,0.4,Good,G,VS2,63.5,56.0,4.68,4.7,2.98,23,27,807
37361,0.4,Premium,F,VS1,62.5,59.0,4.66,4.69,2.92,23,30,982
37362,0.4,Premium,G,VVS2,61.1,58.0,4.74,4.76,2.9,23,31,982
37364,0.4,Premium,D,VS2,62.4,59.0,4.7,4.72,2.94,24,7,982
32789,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,24,8,804
37359,0.4,Premium,G,VVS2,59.7,58.0,4.78,4.8,2.86,24,10,982
32367,0.4,Ideal,I,VVS1,61.4,58.0,4.72,4.76,2.91,24,12,790
37368,0.4,'Very Good',F,VS1,60.4,61.0,4.74,4.77,2.87,24,15,982
37369,0.4,Ideal,G,VVS2,62.4,56.0,4.72,4.74,2.95,24,20,982
37370,0.4,Premium,D,VS2,62.5,59.0,4.66,4.72,2.93,24,21,982
37371,0.4,Premium,F,VS1,60.4,59.0,4.75,4.76,2.87,24,22,982
37366,0.4,Premium,G,VVS2,62.7,59.0,4.69,4.72,2.95,24,23,982
37358,0.4,Premium,F,VS1,61.1,59.0,4.71,4.75,2.89,24,25,982
37357,0.4,'Very Good',G,VVS2,62.5,60.0,4.65,4.7,2.92,24,26,982
37356,0.4,Premium,F,VS1,62.4,59.0,4.67,4.69,2.92,24,28,982
41863,0.4,Ideal,G,IF,61.1,56.0,4.76,4.79,2.92,24,30,1257
37348,0.4,Premium,G,VVS2,62.0,58.0,4.68,4.74,2.92,24,31,982
41841,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,24,32,1254
37349,0.4,'Very Good',G,VVS2,58.9,58.0,4.8,4.84,2.84,24,33,982
41830,0.4,Ideal,E,VS1,61.3,56.0,4.76,4.8,2.93,25,6,1252
37350,0.4,'Very Good',D,VS2,59.1,57.0,4.81,4.87,2.86,25,7,982
41807,0.4,Ideal,E,VS1,62.4,58.0,4.7,4.72,2.94,25,9,1250
41799,0.4,'Very Good',E,VS1,62.7,55.0,4.69,4.72,2.95,25,10,1250
37351,0.4,'Very Good',F,VS1,62.9,58.0,4.67,4.71,2.95,25,11,982
37352,0.4,Ideal,D,VS2,61.5,55.0,4.71,4.75,2.91,25,12,982
37354,0.4,Premium,F,VS1,61.9,59.0,4.67,4.7,2.9,25,13,982
37373,0.4,Premium,F,VS1,60.3,60.0,4.77,4.81,2.89,25,15,982
37375,0.4,Premium,D,VS2,60.5,59.0,4.76,4.8,2.89,25,17,982
29686,0.4,'Very Good',F,SI1,61.5,60.0,4.77,4.7,2.91,25,18,707
29687,0.4,'Very Good',E,SI1,62.8,59.0,4.67,4.7,2.94,25,21,707
29688,0.4,'Very Good',E,SI1,62.9,58.0,4.71,4.74,2.97,25,22,707
29689,0.4,'Very Good',E,SI1,62.8,59.0,4.7,4.73,2.96,25,24,707
32368,0.4,Ideal,I,VVS1,63.0,55.0,4.7,4.73,2.97,25,25,790
32847,0.4,Ideal,G,VS2,62.3,57.0,4.7,4.71,2.93,25,26,807
32370,0.4,Ideal,F,VS2,62.6,56.0,4.71,4.72,2.95,25,27,790
32848,0.4,'Very Good',H,VS1,62.7,56.0,4.71,4.73,2.96,25,28,807
32850,0.4,Good,H,VS1,63.4,58.0,4.74,4.66,2.98,25,29,807
32851,0.4,Ideal,G,VS2,61.2,57.0,4.73,4.78,2.91,25,31,807
32852,0.4,Premium,H,VS1,62.4,60.0,4.69,4.74,2.94,25,32,807
32853,0.4,Good,G,VS2,63.8,59.0,4.64,4.57,2.94,25,33,807
37199,0.4,Good,G,VVS2,61.4,64.0,4.65,4.7,2.87,26,13,974
32854,0.4,'Very Good',H,VS1,62.6,58.0,4.68,4.71,2.94,26,16,807
41640,0.4,Ideal,H,IF,62.7,57.0,4.7,4.68,2.94,26,18,1238
41641,0.4,Ideal,E,VVS2,61.8,56.0,4.77,4.74,2.94,26,19,1238
41643,0.4,Ideal,E,VVS2,61.5,56.0,4.79,4.74,2.93,26,21,1238
37376,0.4,Ideal,I,IF,62.4,56.0,4.7,4.73,2.94,26,25,982
32844,0.4,Ideal,I,VVS2,62.0,56.0,4.74,4.77,2.95,26,29,807
32845,0.4,Ideal,I,VVS2,62.4,55.0,4.7,4.73,2.94,26,30,807
41671,0.4,Ideal,G,VS2,62.0,56.0,4.73,4.78,2.95,26,33,1240
41667,0.4,Ideal,I,VVS2,62.0,56.0,4.74,4.77,2.95,27,5,1240
32846,0.4,'Very Good',G,VS2,62.9,56.0,4.69,4.72,2.96,27,6,807
41663,0.4,Ideal,G,IF,61.8,55.0,4.75,4.79,2.95,27,7,1239
41662,0.4,Ideal,G,IF,63.1,54.0,4.69,4.73,2.97,27,8,1239
41651,0.4,Ideal,E,VVS2,62.1,56.0,4.73,4.7,2.93,27,9,1238
41646,0.4,Ideal,E,VVS2,62.2,56.0,4.78,4.71,2.95,27,10,1238
41645,0.4,Ideal,E,VVS2,62.1,55.0,4.76,4.74,2.95,27,11,1238
41644,0.4,Ideal,E,VVS2,61.7,56.0,4.77,4.73,2.93,27,13,1238
41642,0.4,Ideal,E,VVS2,61.8,55.0,4.78,4.74,2.94,27,16,1238
37035,0.4,'Very Good',D,VS1,64.2,57.0,4.67,4.7,3.01,27,17,967
41939,0.4,Ideal,F,VVS1,60.7,56.0,4.77,4.79,2.9,27,18,1263
37226,0.4,Ideal,E,VS2,62.2,56.0,4.74,4.72,2.94,27,21,975
33307,0.4,Good,D,VS2,61.2,62.0,4.7,4.75,2.89,27,22,827
32513,0.4,'Very Good',D,SI2,63.1,57.0,4.75,4.72,2.99,27,23,798
20045,0.4,Ideal,D,SI2,62.0,55.0,4.71,4.77,2.94,27,24,625
32514,0.4,Good,D,SI2,63.8,54.0,4.73,4.7,3.01,27,25,798
32515,0.4,Premium,D,SI2,63.0,59.0,4.69,4.64,2.94,27,27,798
32512,0.4,Ideal,D,SI2,61.3,56.0,4.77,4.72,2.91,27,29,798
32516,0.4,Good,D,SI2,63.9,53.0,4.71,4.68,3.0,27,30,798
42115,0.4,Ideal,E,VVS1,60.8,57.0,4.79,4.82,2.92,27,31,1278
42121,0.4,Ideal,D,VVS1,62.8,57.0,4.65,4.68,2.93,27,32,1279
37233,0.4,Ideal,E,VS2,62.4,55.0,4.74,4.71,2.95,28,5,975
37234,0.4,Ideal,E,VS2,62.4,56.0,4.74,4.71,2.95,28,11,975
37235,0.4,Ideal,E,VS2,62.6,57.0,4.73,4.7,2.95,28,13,975
33302,0.4,Good,F,VS2,63.4,54.4,4.68,4.73,2.99,28,14,826
41970,0.4,Ideal,D,VVS2,61.3,56.0,4.75,4.78,2.92,28,17,1263
41971,0.4,Premium,F,VVS1,60.2,59.0,4.74,4.76,2.86,28,20,1263
41006,0.4,'Very Good',E,VVS2,59.8,60.0,4.8,4.84,2.88,28,25,1184
29469,0.4,'Very Good',G,SI1,62.7,59.0,4.67,4.71,2.94,28,29,702
33227,0.4,'Very Good',G,VS1,61.8,58.0,4.69,4.72,2.91,28,32,822
29464,0.4,Premium,G,SI1,59.3,59.0,4.8,4.82,2.85,29,5,702
41972,0.4,Ideal,D,VVS2,62.2,55.0,4.72,4.74,2.94,29,7,1263
32510,0.4,'Very Good',E,SI2,63.5,56.0,4.71,9428.922352789632,2.98,29,8,798
33233,0.4,Good,H,VVS2,59.1,61.0,4.79,4.82,2.84,29,9,823
33248,0.4,Ideal,G,VS2,60.9,58.0,4.76,4.79,2.91,29,11,825
33267,0.4,Ideal,I,VS1,60.9,56.0,4.76,4.8,2.91,29,15,826
29454,0.4,Premium,I,SI2,60.5,58.0,4.82,4.76,2.9,29,19,702
40973,0.4,Ideal,E,VS1,59.2,62.0,4.8,4.83,2.85,29,20,1180
37236,0.4,Ideal,E,VS2,62.0,57.0,4.7,4.66,2.9,29,21,975
40843,0.4,'Very Good',G,IF,61.8,58.0,4.69,4.73,2.91,29,22,1173
40836,0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,29,25,1172
40767,0.4,Ideal,E,VVS2,62.4,59.0,4.7,4.73,2.94,29,26,1166
40758,0.4,Premium,F,VVS2,60.7,58.0,4.75,4.7,2.87,29,27,1163
40756,0.4,Ideal,F,VVS2,62.4,57.0,4.73,4.69,2.94,29,28,1163
40754,0.4,Premium,F,VVS2,62.2,59.0,4.7,4.65,2.91,29,29,1163
40752,0.4,Premium,F,VVS2,60.8,59.0,4.76,4.72,2.88,29,30,1163
40751,0.4,Ideal,F,VVS2,62.4,56.0,4.74,4.72,2.95,29,31,1163
32559,0.4,Ideal,H,VS2,61.6,57.0,4.71,4.74,2.91,29,32,800
40750,0.4,Ideal,F,VVS2,61.7,56.0,4.74,4.72,2.92,30,5,1163
40749,0.4,Ideal,F,VVS2,61.7,55.0,4.76,4.74,2.93,30,7,1163
40753,0.4,Premium,F,VVS2,60.8,59.0,4.73,4.71,2.87,30,8,1163
40782,0.4,'Very Good',D,VVS2,62.6,55.0,4.7,4.72,2.95,30,9,1168
40784,0.4,Ideal,F,VVS1,61.4,56.0,4.77,4.81,2.94,30,11,1168
40785,0.4,Ideal,F,VVS1,61.8,58.0,4.72,4.76,2.93,30,13,1168
37237,0.4,Premium,E,VS2,62.2,58.0,4.72,4.67,2.92,30,14,975
37238,0.4,Premium,E,VS2,62.5,58.0,4.73,4.65,2.93,30,15,975
37239,0.4,Ideal,F,VS2,61.9,55.0,4.77,4.73,2.94,30,19,975
27923,0.4,Ideal,J,VS1,62.2,54.3,4.73,4.75,2.95,30,21,658
37051,0.4,'Very Good',H,VVS1,63.9,57.0,4.62,4.68,2.97,30,22,968
37250,0.4,'Very Good',D,VVS2,58.4,60.0,4.81,4.84,2.82,30,23,977
37251,0.4,Ideal,G,VVS1,61.3,56.0,4.74,4.75,2.91,30,24,977
27876,0.4,Ideal,G,SI2,61.8,56.0,4.75,4.77,2.94,30,28,654
37040,0.4,Ideal,G,VVS1,61.7,57.0,4.75,4.78,2.94,30,29,967
40786,0.4,Ideal,F,VVS1,62.3,54.0,4.75,4.78,2.97,30,30,1168
40842,0.4,'Very Good',G,IF,62.3,59.0,4.67,4.7,2.92,30,31,1173
41064,0.4,'Very Good',E,VVS1,62.9,56.0,4.67,4.71,2.95,30,33,1191
41098,0.4,Ideal,G,IF,62.0,57.0,,4.75,2.94,31,5,1193
33108,0.4,Good,G,VS2,59.6,63.0,4.77,4.81,2.85,31,7,816
29486,0.4,'Very Good',G,SI1,59.2,61.0,4.78,4.81,2.84,31,8,702
33111,0.4,Premium,G,SI1,58.3,62.0,4.86,4.81,2.82,31,9,816
29484,0.4,'Very Good',G,SI1,62.8,60.0,4.66,4.7,2.94,31,11,702
37324,0.4,'Very Good',E,VS1,60.3,58.0,4.8,4.82,2.9,31,13,980
37228,0.4,Ideal,E,VS2,62.3,56.0,4.75,4.72,2.95,31,15,975
29489,0.4,Ideal,G,SI1,60.2,56.0,4.77,4.83,2.89,31,16,702
37229,0.4,Ideal,E,VS2,62.9,55.0,4.74,4.73,2.98,31,17,975
32141,0.4,Good,D,VS2,63.5,56.0,4.66,4.72,2.98,31,19,786
37134,0.4,Ideal,F,VS1,61.8,55.0,4.76,4.78,2.95,31,22,971
37230,0.4,Ideal,E,VS2,62.9,55.0,4.73,4.72,2.97,31,23,975
41229,0.4,'Very Good',E,IF,62.9,58.0,4.68,4.77,2.97,31,28,1207
41215,0.4,Ideal,F,VVS1,61.5,56.0,4.77,4.73,2.92,31,30,1206
32148,0.4,'Very Good',F,VS1,62.2,55.0,4.68,4.74,2.93,31,33,786
33098,0.4,Ideal,H,VS1,61.1,57.0,4.74,4.78,2.91,32,5,815
37327,0.4,Premium,G,VVS2,61.3,59.0,4.78,4.74,2.92,32,11,980
41347,0.4,'Very Good',F,IF,61.1,57.0,4.73,4.77,2.9,32,16,1217
41346,0.4,'Very Good',E,VVS1,60.0,58.0,4.77,4.8,2.87,32,17,1217
19681,0.4,'Very Good',E,SI2,58.7,59.0,4.78,4.82,2.82,32,18,622
19680,0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,32,19,622
37141,0.4,Ideal,F,VVS2,61.1,57.0,4.73,4.8,2.91,32,20,972
29505,0.4,'Very Good',G,SI1,61.1,61.0,4.7,4.76,2.89,32,24,702
29504,0.4,Premium,G,SI1,62.0,59.0,4.7,4.72,2.92,32,25,702
29502,0.4,'Very Good',G,SI1,60.0,63.0,4.76,4.8,2.87,32,27,702
15373,0.4,'Very Good',J,VS1,62.1,57.0,4.69,4.72,2.92,32,28,606
15375,0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,32,29,606
41214,0.4,Ideal,F,VVS1,61.7,57.0,4.75,4.72,2.92,32,30,1206
41201,0.4,'Very Good',E,VVS2,60.5,58.0,4.76,4.8,2.89,32,32,1205
29734,0.4,'Very Good',D,SI1,60.0,56.0,4.82,4.85,2.9,33,5,708
24364,0.4,'Very Good',G,SI1,58.3,62.0,4.81,4.86,2.82,33,6,636
32502,0.4,'Very Good',F,SI1,63.3,57.0,4.68,4.73,2.98,33,7,798
32106,0.4,'Very Good',I,VVS2,63.7,58.0,4.64,4.68,2.97,33,8,782
33201,0.4,Ideal,G,VS1,62.3,57.0,4.68,4.73,2.93,33,9,819
32506,0.4,Fair,G,VS1,57.1,64.0,4.88,4.9,2.79,33,10,798
37113,0.4,Ideal,I,VVS2,61.8,56.0,4.76,4.79,2.95,33,11,970
32507,0.4,'Very Good',E,SI2,63.1,57.0,4.72,4.7,2.97,33,13,798
33209,0.4,Good,G,VS1,59.6,61.0,4.8,4.86,2.88,33,14,820
29478,0.4,Premium,G,SI1,61.4,60.0,4.67,4.71,2.88,33,18,702
33216,0.4,Premium,E,SI2,60.5,59.0,4.78,4.74,2.88,33,20,821
37110,0.4,Premium,H,SI1,61.9,57.0,4.75,4.71,2.93,33,21,969
32508,0.4,Premium,E,SI2,58.7,59.0,4.82,4.78,2.82,33,24,798
32430,0.4,Ideal,H,VS1,61.2,55.0,4.75,4.79,2.92,33,25,792
32487,0.4,'Very Good',G,SI1,62.6,55.3,4.69,4.71,2.93,33,26,795
41155,0.4,Ideal,G,IF,61.2,56.0,4.74,4.77,2.91,33,27,1199
41184,0.4,Ideal,D,VS1,59.9,57.0,4.82,4.77,2.87,33,30,1200
41183,0.4,Ideal,D,VS1,62.9,56.0,4.71,4.67,2.95,33,32,1200
41181,0.4,Premium,D,VS1,62.1,58.0,4.73,4.7,2.93,5,5,1200
41180,0.4,Premium,D,VS1,60.9,58.0,4.81,4.78,2.92,5,6,1200
41179,0.4,Premium,D,VS1,59.2,59.0,4.81,4.79,2.84,5,7,1200
41178,0.4,Premium,G,VVS1,61.7,58.0,4.71,4.69,2.9,5,8,1200
41177,0.4,Premium,G,VVS1,62.3,58.0,4.72,4.66,2.92,5,9,1200
41175,0.4,Ideal,G,VVS1,61.2,56.0,4.79,4.75,2.92,5,10,1200
41174,0.4,Ideal,G,VVS1,61.6,57.0,4.76,4.75,2.93,5,11,1200
41173,0.4,Ideal,G,VVS1,62.4,57.0,4.78,4.74,2.97,5,13,1200
41172,0.4,Ideal,G,VVS1,61.4,55.0,4.76,4.72,2.91,5,17,1200
41171,0.4,Premium,G,VVS1,61.5,58.0,4.74,4.69,2.9,5,20,1200
36076,0.4,'Very Good',G,VVS2,61.6,58.0,4.73,4.78,2.93,5,21,925
17051,0.4,Ideal,I,SI2,61.3,56.0,4.76,4.79,2.93,5,24,612
36535,0.4,Ideal,I,VS1,63.0,56.0,4.72,4.68,2.96,5,25,945
38939,0.4,Premium,E,VS1,60.3,58.0,4.8,4.82,2.9,5,27,1053
38938,0.4,Ideal,E,VS1,62.0,54.0,4.74,4.77,2.95,5,28,1053
38937,0.4,Ideal,E,VS1,61.6,56.0,4.73,4.78,2.93,5,29,1053
38935,0.4,'Very Good',E,VS1,60.1,58.0,4.72,4.76,2.85,5,30,1053
38932,0.4,Ideal,E,VS1,62.3,56.0,4.71,4.73,2.94,5,31,1053
38931,0.4,Premium,E,VS1,60.4,59.0,4.76,4.81,2.89,5,32,1053
36536,0.4,Premium,I,VS1,62.9,59.0,4.73,4.68,2.96,5,33,945
38930,0.4,Premium,E,VS1,61.2,59.0,4.72,4.76,2.9,6,5,1053
36513,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,6,11,945
35128,0.4,'Very Good',E,VS2,63.0,57.0,4.67,4.69,2.95,6,13,888
38892,0.4,Ideal,G,VVS1,61.5,59.0,4.71,4.75,2.91,6,15,1051
35152,0.4,Ideal,D,VS2,61.7,57.0,4.72,4.75,2.92,6,17,890
35153,0.4,Ideal,D,VS2,62.1,53.0,4.77,4.8,2.97,6,19,890
35160,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,6,20,891
36525,0.4,Premium,E,SI1,62.0,55.0,4.74,4.68,2.92,6,23,945
35163,0.4,Ideal,D,VS2,62.2,54.0,4.73,4.76,2.95,6,27,891
36537,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,6,33,945
36539,0.4,Premium,F,SI1,62.3,60.0,4.74,4.7,2.94,7,5,945
36544,0.4,Premium,F,SI1,62.6,59.0,4.74,4.68,2.95,7,7,945
36543,0.4,Ideal,F,SI1,62.9,57.0,4.7,4.68,2.95,7,8,945
38978,0.4,Ideal,D,VS1,61.3,54.0,4.76,4.8,2.93,7,9,1053
38975,0.4,Premium,E,VS1,62.5,58.0,4.69,4.72,2.94,7,11,1053
38974,0.4,Ideal,E,VS1,61.2,57.0,4.74,4.77,2.91,7,14,1053
38973,0.4,'Very Good',E,VS1,62.4,54.0,4.71,4.75,2.95,7,15,1053
35030,0.4,'Very Good',E,SI1,63.5,58.0,4.67,4.65,2.96,7,18,882
36538,0.4,Premium,H,VS2,59.1,61.0,4.84,4.81,2.85,7,19,945
38971,0.4,'Very Good',E,VS1,62.8,59.0,4.63,4.67,2.92,7,20,1053
35031,0.4,Ideal,E,SI1,63.0,57.0,4.68,4.65,2.94,7,25,882
35032,0.4,'Very Good',E,SI1,63.2,56.0,4.69,4.65,2.95,7,27,882
35033,0.4,Good,E,SI1,63.6,57.0,4.69,4.65,2.97,7,29,882
35036,0.4,Premium,F,SI1,61.5,60.0,4.77,4.7,2.91,7,30,882
35040,0.4,Ideal,G,VVS2,61.4,53.0,4.73,4.81,2.93,7,31,883
35043,0.4,Good,F,VS1,63.0,62.0,4.65,4.68,2.94,7,33,883
36540,0.4,Premium,F,SI1,61.2,58.0,4.74,4.71,2.89,8,5,945
38970,0.4,'Very Good',E,VS1,60.5,61.0,4.72,4.74,2.86,8,7,1053
31049,0.4,Ideal,I,VVS2,62.6,54.0,4.69,4.73,2.95,8,8,751
31044,0.4,Good,I,VVS2,59.7,62.0,4.75,4.79,2.85,8,9,750
38861,0.4,Premium,F,VS1,60.5,60.0,4.8,4.76,2.89,8,11,1050
38860,0.4,Ideal,F,VS1,61.1,56.0,4.78,4.75,2.91,8,13,1050
38859,0.4,Premium,F,VS1,60.4,59.0,4.76,4.75,2.87,8,14,1050
38858,0.4,Premium,F,VS1,60.4,61.0,4.77,4.74,2.87,8,15,1050
38857,0.4,Premium,G,VVS2,62.0,58.0,4.74,4.68,2.92,8,16,1050
